Time,X,Y,Z
1519404682.87,4.05951547623,1.09241688251,8.88708400726
1519404682.92,4.00090551376,1.08845031261,8.9430475235
1519404682.98,4.03435182571,1.09687113762,8.93615150452
1519404683.02,4.03323125839,1.11628782749,8.89537811279
1519404683.08,4.00694274902,1.10784327984,8.90579223633
1519404683.12,4.04149532318,1.08004403114,8.94773864746
1519404683.19,4.05000448227,1.10453772545,8.8637752533
1519404683.23,4.04163169861,1.00518977642,8.87127113342
1519404683.27,4.07736539841,1.06945824623,8.92085170746
1519404683.33,4.04148483276,1.04770457745,8.9533624649
1519404683.39,4.04999637604,1.06502819061,8.86818408966
1519404683.42,4.02737569809,1.03537344933,8.83054542542
1519404683.47,4.05590772629,1.09710741043,8.90113353729
1519404683.52,4.04286527634,1.08668768406,8.84961891174
1519404683.57,4.04163360596,1.09133124352,8.87068271637
1519404683.62,4.05717945099,1.06151020527,8.85765552521
1519404683.69,4.0594587326,1.08263361454,8.91857147217
1519404683.72,4.05236148834,1.11040091515,8.88134860992
1519404683.77,4.05471420288,1.03250730038,8.90069484711
1519404683.82,4.04400920868,1.04702079296,8.87740039825
1519404683.87,4.06189918518,1.08641958237,8.88938426971
1519404683.92,4.06071996689,1.11757862568,8.8814125061
1519404683.97,4.04517173767,1.07082843781,8.89509296417
1519404684.02,4.0762052536,1.08035111427,8.90222454071
1519404684.08,4.00215244293,1.07548809052,8.91374588013
1519404684.12,4.0726351738,1.11150217056,8.89541721344
1519404684.19,4.04032230377,1.08849716187,8.93610572815
1519404684.23,4.0750169754,1.06362652779,8.89860343933
1519404684.27,4.03561735153,1.10910224915,8.89650249481
1519404684.33,4.03451538086,1.10227131844,8.84503364563
1519404684.38,4.03552103043,1.10156166553,8.95020961761
1519404684.42,4.02252626419,1.05304193497,8.87155914307
1519404684.47,4.03555631638,1.0610216856,8.93006896973
1519404684.52,4.02250528336,1.12115204334,8.88370513916
1519404684.57,4.06182575226,1.07298445702,8.93019676208
1519404684.61,4.06308698654,1.07084393501,8.89278793335
1519404684.68,4.00335836411,1.06476843357,8.90666389465
1519404684.72,4.07378578186,1.07305514812,8.91970062256
1519404684.77,4.00328493118,1.05851101875,8.94752502441
1519404684.81,4.08575105667,1.10544967651,8.90591716766
1519404684.87,4.05116081238,1.04458081722,8.88440895081
1519404684.91,4.04772567749,1.06786239147,8.80275440216
1519404684.96,4.02012968063,1.06736600399,8.87632656097
1519404685.01,4.08570718765,1.15792119503,8.93081283569
1519404685.07,4.02956914902,1.05736970901,8.93938350677
1519404685.11,4.03921794891,1.09840655327,8.88591957092
1519404685.17,4.02844905853,1.02534556389,8.89826202393
1519404685.22,4.02856636047,1.07124650478,8.83312702179
1519404685.26,4.00450468063,1.04425013065,8.93340682983
1519404685.32,4.05107116699,1.08252334595,8.93491649628
1519404685.38,4.07979345322,1.08037471771,8.89872550964
1519404685.41,4.07151031494,1.11535155773,8.85687446594
1519404685.46,4.08217525482,1.12581038475,8.90254211426
1519404685.51,4.02719163895,1.0633906126,8.93357658386
1519404685.56,4.02496290207,1.06757879257,8.84478282928
1519404685.61,4.03324985504,1.05415129662,8.88444137573
1519404685.68,4.03808736801,1.12496161461,8.85103702545
1519404685.72,4.06189060211,1.08160281181,8.89402675629
1519404685.76,4.00591373444,1.09171795845,8.81335735321
1519404685.81,4.03800582886,1.05766141415,8.89616012573
1519404685.86,4.07747840881,1.10338044167,8.85797405243
1519404685.91,4.02607107162,1.06486284733,8.89268112183
1519404685.96,4.05480623245,1.10463213921,8.84976100922
1519404686.01,4.04988527298,1.05743265152,8.9300699234
1519404686.07,4.07750368118,1.09270834923,8.84387779236
1519404686.11,4.04749107361,1.01673460007,8.93329811096
1519404686.18,4.07036447525,1.07844758034,8.82974433899
1519404686.22,4.01642227173,1.07765972614,8.94650840759
1519404686.26,4.02255773544,1.05555284023,8.85404682159
1519404686.32,4.05936193466,1.0926361084,8.97278690338
1519404686.38,4.0487704277,1.10797679424,8.88600158691
1519404686.4,3.98534941673,1.12899839878,8.96199131012
1519404686.46,4.03209733963,1.10335743427,8.86139774323
1519404686.51,4.049908638,1.06350076199,8.91725635529
1519404686.56,4.06204128265,1.08695566654,8.80992031097
1519404686.61,4.02845335007,1.09474670887,8.89639282227
1519404686.67,4.10174846649,1.07423603535,8.86288452148
1519404686.71,4.03202438354,1.11982965469,8.90241146088
1519404686.75,4.0511713028,1.09486472607,8.87890434265
1519404686.8,4.04275035858,1.07907629013,8.91384315491
1519404686.85,4.04391717911,1.12084424496,8.92931938171
1519404686.9,4.03439569473,1.07071816921,8.91143417358
1519404686.95,4.07623243332,1.06131291389,8.88690376282
1519404687.0,4.06175899506,1.07632088661,8.96761608124
1519404687.07,4.05840444565,1.06402099133,8.84014415741
1519404687.1,4.01760578156,0.99866437912,8.95182037354
1519404687.17,4.06540584564,1.0741724968,8.93138027191
1519404687.22,4.0271935463,1.08852088451,8.93257808685
1519404687.25,4.04990005493,1.06466555595,8.9219379425
1519404687.31,4.07513618469,1.06407606602,8.83199310303
1519404687.37,4.03078460693,1.05864489079,8.92770767212
1519404687.4,4.02140378952,1.0604878664,8.83187294006
1519404687.45,4.00931835175,1.07788848877,8.91260528564
1519404687.5,4.01058340073,1.10926032066,8.87308597565
1519404687.55,4.01403617859,1.09441566467,8.94544792175
1519404687.6,4.1001200676,1.0912437439,8.88364315033
1519404687.67,4.05717325211,1.07584214211,8.86125659943
1519404687.7,4.03090620041,1.09259855747,8.86015510559
1519404687.75,4.02727937698,1.0685069561,8.88452720642
1519404687.8,4.06566333771,1.08830177784,8.78773117065
1519404687.85,4.04755401611,1.06362688541,8.89855480194
1519404687.9,4.02386283875,1.14569306374,8.79271697998
1519404687.95,4.01297140121,1.15711236,8.87341308594
1519404688.0,4.03203487396,1.08158743382,8.89631080627
1519404688.06,4.04170084,1.05449819565,8.83303833008
1519404688.1,4.02844285965,1.09709990025,8.90225219727
1519404688.16,4.0010061264,1.10079169273,8.88703536987
1519404688.21,4.04522418976,1.03513658047,8.86563587189
1519404688.25,4.07377958298,1.08020913601,8.92325592041
1519404688.31,4.09054040909,1.09114134312,8.89881706238
1519404688.37,4.05949449539,1.08037495613,8.89868927002
1519404688.4,4.04026603699,1.16604363918,8.96818351746
1519404688.45,4.01533699036,1.06491029263,8.88565063477
1519404688.51,4.00220060349,1.08045458794,8.88689994812
1519404688.55,4.02499437332,1.08683776855,8.82738304138
1519404688.59,4.03671884537,1.10397005081,8.94789123535
1519404688.66,4.0535364151,1.11152601242,8.89187717438
1519404688.7,4.063372612,1.04330456257,8.95532035828
1519404688.74,4.07270860672,1.09502995014,8.85440254211
1519404688.79,4.0033121109,1.04306161404,8.93222808838
1519404688.84,4.07397842407,1.11445462704,8.81246471405
1519404688.9,4.04141616821,1.06299626827,8.99203109741
1519404688.94,4.0524263382,1.0544192791,8.84474372864
1519404688.99,4.04267072678,1.05006551743,8.95805549622
1519404689.06,3.99153089523,1.13697242737,8.84402179718
1519404689.09,4.04024267197,1.10255300999,8.98061084747
1519404689.16,4.08226108551,1.06033718586,8.85418605804
1519404689.2,4.04874134064,1.05881810188,8.90202999115
1519404689.24,4.04878520966,1.1367430687,8.87801456451
1519404689.3,4.00326013565,0.975871741772,8.96098995209
1519404689.36,4.0321559906,1.01744449139,8.8280954361
1519404689.39,4.04517173767,1.07920241356,8.89515018463
1519404689.44,4.06670284271,1.07097005844,8.87409687042
1519404689.49,4.04145765305,1.02008712292,8.96836853027
1519404689.54,4.02255773544,1.06512320042,8.85411071777
1519404689.59,4.03671073914,1.07762002945,8.95238780975
1519404689.66,4.04643678665,1.04717063904,8.85520076752
1519404689.7,4.0224905014,1.0876005888,8.89165973663
1519404689.74,4.01644945145,1.08015465736,8.9313325882
1519404689.79,4.0212469101,1.05511128902,8.91948604584
1519404689.84,4.05480623245,1.0842949152,8.84962368011
1519404689.89,4.10491275787,1.08771777153,8.87427806854
1519404689.94,4.04519271851,1.0637294054,8.88335895538
1519404689.99,4.01169633865,1.13646757603,8.91884899139
1519404690.05,3.99258685112,1.0275888443,8.92041683197
1519404690.1,4.02132844925,1.1128411293,8.8742980957
1519404690.16,4.05109405518,1.07064712048,8.92198085785
1519404690.2,4.03453636169,1.1705391407,8.83380794525
1519404690.24,4.02231693268,1.10130167007,8.98875045776
1519404690.29,4.09057569504,1.12596809864,8.8791847229
1519404690.36,4.02233362198,1.08820569515,8.97931194305
1519404690.39,4.04047107697,1.09862732887,8.8531999588
1519404690.44,4.01766204834,1.11731100082,8.92106723785
1519404690.49,4.05482292175,1.1034989357,8.84040355682
1519404690.54,4.01290464401,1.10661530495,8.91046905518
1519404690.59,4.05831670761,1.10077524185,8.88947486877
1519404690.65,4.03792190552,1.07768309116,8.94304084778
1519404690.69,4.0535697937,1.12481164932,8.87326717377
1519404690.73,4.04277324677,1.08035933971,8.90099620819
1519404690.78,4.05600595474,1.05441129208,8.84591770172
1519404690.83,4.05583667755,1.08009111881,8.94075202942
1519404690.88,4.0583524704,1.11526489258,8.86970615387
1519404690.93,4.03443574905,1.08761620522,8.88934326172
1519404690.98,4.0679807663,1.04018175602,8.82714557648
1519404691.05,4.07250976562,1.07274758816,8.96527481079
1519404691.08,4.04032659531,1.07774615288,8.93369674683
1519404691.15,4.07135343552,1.08724522591,8.94433403015
1519404691.19,4.03202629089,1.08634102345,8.90101718903
1519404691.23,4.06179857254,1.03220772743,8.94511413574
1519404691.29,4.01760149002,1.0811933279,8.95471382141
1519404691.35,4.08565473557,1.09312403202,8.95959186554
1519404691.38,4.04631137848,1.1053160429,8.92571258545
1519404691.43,4.05962276459,1.11914014816,8.82727336884
1519404691.48,3.99235010147,1.10804629326,9.05301761627
1519404691.53,4.02616500854,1.1178548336,8.84044933319
1519404691.58,4.04272508621,1.06342983246,8.92776107788
1519404691.65,4.04522418976,1.06624031067,8.86584568024
1519404691.69,4.08933734894,1.05522084236,8.90324687958
1519404691.73,4.058385849,1.05557596684,8.85060501099
1519404691.78,4.04274606705,1.06231236458,8.91606712341
1519404691.83,4.07267475128,1.04585564137,8.87276935577
1519404691.88,4.06667995453,1.11155748367,8.88722610474
1519404691.93,4.07983732224,1.09728848934,8.8742980957
1519404691.98,4.03682184219,1.12110447884,8.89074325562
1519404692.04,4.06552934647,1.08779716492,8.86252212524
1519404692.08,4.01174449921,1.10434889793,8.89175415039
1519404692.14,4.05959510803,1.07836091518,8.84257984161
1519404692.19,4.03196763992,1.03946471214,8.93342399597
1519404692.23,4.04400062561,1.11158919334,8.88251113892
1519404692.29,4.08338212967,1.06604278088,8.8951292038
1519404692.35,4.08230066299,1.13705015182,8.83249855042
1519404692.38,4.031894207,1.05115175247,8.9744052887
1519404692.43,4.02845096588,1.07918691635,8.89745616913
1519404692.48,4.08930206299,1.10413503647,8.9234457016
1519404692.52,4.04396915436,1.0791708231,8.89982223511
1519404692.58,4.03095006943,1.08678257465,8.83557415009
1519404692.64,4.05355739594,1.04939746857,8.87977027893
1519404692.68,4.06904888153,1.03731608391,8.89724636078
1519404692.72,4.04993581772,1.04805135727,8.90195941925
1519404692.77,4.04271268845,1.09448623657,8.9349822998
1519404692.82,4.07980585098,1.09956288338,8.89184379578
1519404692.88,4.0714597702,1.16421043873,8.8852519989
1519404692.92,4.07510471344,1.05438733101,8.84945869446
1519404692.97,4.06433343887,1.12487459183,8.8639383316
1519404693.04,4.03077602386,1.04425776005,8.93228530884
1519404693.07,4.07516145706,1.12278926373,8.81836605072
1519404693.14,3.99614572525,1.05740952492,8.93348026276
1519404693.18,4.04287815094,1.0795571804,8.8425579071
1519404693.22,4.01275587082,1.02949249744,8.9929227829
1519404693.28,4.0859375,1.11572182178,8.80197620392
1519404693.34,4.07022428513,1.05758213997,8.90790367126
1519404693.37,4.08818531036,1.12117493153,8.88031673431
1519404693.42,4.03793859482,1.00716435909,8.93321609497
1519404693.48,4.02973031998,1.10582876205,8.84972476959
1519404693.52,4.0307803154,1.05982542038,8.93005180359
1519404693.57,4.05013227463,1.11339271069,8.79254627228
1519404693.64,4.03676080704,1.04909801483,8.9241476059
1519404693.67,4.07508182526,1.09377861023,8.8625793457
1519404693.72,4.07141399384,1.09465157986,8.91049385071
1519404693.77,4.0691242218,1.0411888361,8.85520172119
1519404693.82,4.09297037125,1.0506247282,8.87517547607
1519404693.87,4.07031822205,1.11655557156,8.85571193695
1519404693.92,4.01178455353,1.07698380947,8.86936378479
1519404693.97,4.01888132095,1.04921650887,8.90658664703
1519404694.03,4.02497720718,1.08079326153,8.83669090271
1519404694.07,4.0571064949,1.09114170074,8.89875793457
1519404694.14,4.06184482574,1.10774803162,8.91991329193
1519404694.18,4.02486038208,1.04685544968,8.90190696716
1519404694.22,4.08820199966,1.06022679806,8.87055587769
1519404694.28,4.0714263916,1.08273601532,8.90340042114
1519404694.34,4.05713367462,1.07928109169,8.88348484039
1519404694.37,4.04036426544,1.0814769268,8.91268539429
1519404694.42,4.06434392929,1.07466924191,8.85775756836
1519404694.47,4.05584907532,1.03946435452,8.93346595764
1519404694.52,4.02602910995,1.05393850803,8.91598033905
1519404694.57,4.10724878311,1.03488361835,8.9031419754
1519404694.63,4.09069108963,1.083335042,8.81462097168
1519404694.67,4.06319999695,1.07246601582,8.82969093323
1519404694.71,4.05119848251,1.10453772545,8.86377716064
1519404694.76,4.00917625427,1.02830398083,8.99173927307
1519404694.81,4.0511674881,1.15107512474,8.88162136078
1519404694.87,4.04395866394,1.08272051811,8.90568828583
1519404694.91,4.04412221909,1.0869243145,8.81456184387
1519404694.96,4.00927448273,1.08609688282,8.93720340729
1519404695.03,4.06311416626,1.06496489048,8.87755584717
1519404695.06,4.03673362732,1.07411766052,8.93950939178
1519404695.13,4.01301574707,1.01850700378,8.84793567657
1519404695.17,4.03557538986,1.10057044029,8.9198179245
1519404695.21,4.05352163315,1.09711527824,8.89996051788
1519404695.27,4.03682374954,1.12948668003,8.88962936401
1519404695.33,4.02368736267,1.06846749783,8.89036464691
1519404695.36,4.06425189972,1.0958558321,8.9093208313
1519404695.41,4.06910562515,1.12605500221,8.86629199982
1519404695.47,4.0294752121,1.07974457741,8.99212265015
1519404695.51,4.06199121475,1.10231840611,8.83807086945
1519404695.56,4.04273748398,1.09099209309,8.92093467712
1519404695.62,4.06305742264,1.11619281769,8.90945529938
1519404695.66,4.01763916016,1.07894253731,8.9336643219
1519404695.71,4.02834844589,1.09794151783,8.95484638214
1519404695.76,4.04881000519,1.06984496117,8.86353874207
1519404695.81,4.03680276871,1.06839644909,8.90090560913
1519404695.86,4.01053524017,1.11745297909,8.90002059937
1519404695.91,4.02830219269,1.10494565964,8.98060512543
1519404695.96,4.06069469452,1.07800614834,8.89516925812
1519404696.02,4.03435611725,1.08253133297,8.93371868134
1519404696.06,4.03330659866,1.11417913437,8.85329246521
1519404696.13,4.03906297684,1.08944880962,8.97233963013
1519404696.17,4.09431505203,1.08708131313,8.79127979279
1519404696.21,4.06301355362,1.08133459091,8.93376159668
1519404696.27,4.03813552856,1.07489836216,8.82381916046
1519404696.33,4.00561237335,1.07742321491,8.98154735565
1519404696.36,4.08227348328,1.0831142664,8.84732723236
1519404696.41,4.0378780365,1.04760992527,8.96737957001
1519404696.46,4.03577852249,1.07023143768,8.80625343323
1519404696.51,4.02608156204,1.08404302597,8.886967659
1519404696.56,4.07271242142,1.07829761505,8.8519525528
1519404696.62,4.03439188004,1.09103953838,8.91390895844
1519404696.66,4.05240535736,1.08664047718,8.85664653778
1519404696.71,4.05348825455,1.09220397472,8.9186258316
1519404696.76,4.02370405197,1.0398195982,8.88082122803
1519404696.81,4.06312465668,1.06500434875,8.87171268463
1519404696.85,4.07859516144,1.07677006721,8.90103626251
1519404696.9,4.03207015991,1.06497323513,8.87633228302
1519404696.95,3.99258041382,1.04909861088,8.92406845093
1519404697.02,4.03091001511,1.06988453865,8.85766506195
1519404697.05,4.03327083588,1.10686731339,8.8731098175
1519404697.12,4.01540803909,1.07235622406,8.84596633911
1519404697.16,4.06178617477,1.06206786633,8.95232772827
1519404697.2,4.06664419174,1.09706783295,8.90699577332
1519404697.26,4.00130939484,1.07451426983,8.93983840942
1519404697.32,4.04526805878,1.12622082233,8.84170913696
1519404697.35,4.02722740173,1.03122472763,8.91349220276
1519404697.4,4.05357837677,1.09493553638,8.86839199066
1519404697.46,4.02951288223,1.04997909069,8.97088623047
1519404697.5,4.07390499115,1.09384167194,8.85322761536
1519404697.55,4.00691986084,1.01923024654,8.91804981232
1519404697.62,4.0595908165,1.08911192417,8.84498977661
1519404697.66,4.02227067947,1.0568652153,9.01416110992
1519404697.7,4.07639122009,1.0726788044,8.798163414
1519404697.75,4.01879119873,1.07758867741,8.95703029633
1519404697.8,4.04169225693,1.10590755939,8.83805847168
1519404697.85,4.03677558899,1.09221994877,8.91625785828
1519404697.9,4.039270401,1.04237759113,8.85632419586
1519404697.95,4.03907346725,1.0691511631,8.96635913849
1519404698.01,4.08335924149,1.01690757275,8.90765285492
1519404698.05,4.04034566879,1.07063925266,8.92313194275
1519404698.12,4.00589704514,1.09763634205,8.82274627686
1519404698.15,4.03918027878,1.05041253567,8.90663146973
1519404698.2,4.06668186188,1.04218006134,8.88558959961
1519404698.26,3.99377036095,1.0526715517,8.92643165588
1519404698.33,4.03678178787,1.04917693138,8.91246128082
1519404698.35,4.05472898483,1.09716260433,8.89295005798
1519404698.4,4.03803491592,1.07212734222,8.87989616394
1519404698.46,4.06553983688,1.07946240902,8.85662174225
1519404698.5,4.06317281723,1.07954120636,8.84493160248
1519404698.55,4.04400920868,1.07692813873,8.87760257721
1519404698.61,4.04992103577,1.05397772789,8.91018009186
1519404698.65,4.02128219604,1.08634901047,8.8998298645
1519404698.7,4.09172964096,1.06480693817,8.90097904205
1519404698.74,4.03680467606,1.03969323635,8.89954280853
1519404698.79,4.03910923004,1.06928527355,8.94649219513
1519404698.85,4.08706855774,1.08079254627,8.8368024826
1519404698.89,4.05950069427,1.0660431385,8.89508628845
1519404698.95,4.05831241608,1.12348902225,8.89196586609
1519404699.01,4.01044130325,1.02498316765,8.95198535919
1519404699.04,4.02018404007,1.07594513893,8.84599876404
1519404699.11,3.9902677536,1.08168244362,8.88221359253
1519404699.16,4.03929138184,1.0903083086,8.84496212006
1519404699.19,3.9973757267,1.1053955555,8.91393947601
1519404699.25,4.06536388397,1.07999646664,8.95479202271
1519404699.31,4.03563594818,1.05055451393,8.88559055328
1519404699.34,4.03692626953,1.08680617809,8.83207798004
1519404699.39,4.0522146225,1.09549343586,8.96305370331
1519404699.44,4.02024888992,1.05106723309,8.80960273743
1519404699.49,4.03318500519,1.0814217329,8.92085266113
1519404699.54,4.07853221893,1.10644102097,8.93629550934
1519404699.61,4.00934553146,1.06243908405,8.89730930328
1519404699.65,4.03956794739,1.10420668125,8.91283798218
1519404699.69,3.98784422874,1.0564262867,8.90190505981
1519404699.74,4.0057964325,1.09008002281,8.87879085541
1519404699.79,4.04517602921,1.07802200317,8.89280414581
1519404699.84,4.03914451599,1.11487877369,8.9269323349
1519404699.89,4.02490854263,1.09608495235,8.87535953522
1519404699.94,4.06422901154,1.07184314728,8.9220123291
1519404700.0,4.0224275589,1.05147516727,8.92647457123
1519404700.05,4.0665435791,1.06319308281,8.9628610611
1519404700.11,4.03792619705,1.08487653732,8.94075202942
1519404700.15,4.03552913666,1.06211543083,8.94526863098
1519404700.19,4.04398822784,1.09957909584,8.8894405365
1519404700.25,4.041472435,1.04646110535,8.96036720276
1519404700.32,3.98904657364,1.08397257328,8.89741802216
1519404700.34,4.00927877426,1.08850538731,8.934882164
1519404700.39,4.04043340683,1.08532595634,8.87414646149
1519404700.44,4.06544113159,1.0455955267,8.91131973267
1519404700.49,4.00936460495,1.07806193829,8.8868970871
1519404700.54,4.02123641968,1.07182002068,8.92544174194
1519404700.6,4.05005073547,1.18007791042,8.83857440948
1519404700.64,4.02723789215,1.07552707195,8.90794754028
1519404700.69,4.1025352478,1.08297204971,8.86839866638
1519404700.74,4.0522274971,1.02495896816,8.95556735992
1519404700.78,4.05840682983,1.08915138245,8.83914375305
1519404700.83,4.03794717789,1.04787015915,8.92881584167
1519404700.89,4.06317043304,1.05321478844,8.84592247009
1519404700.94,4.03196954727,1.08612811565,8.93257045746
1519404701.0,4.09061336517,1.06629502773,8.85774803162
1519404701.03,4.03906536102,1.08826065063,8.97116184235
1519404701.1,4.05715227127,1.09849309921,8.87309646606
1519404701.14,4.04384183884,1.05835294724,8.97096824646
1519404701.18,4.06432723999,1.04469883442,8.86690425873
1519404701.24,4.04518651962,1.12112808228,8.88725185394
1519404701.3,4.04394817352,1.06593286991,8.91141891479
1519404701.33,4.03559827805,1.11860156059,8.9070854187
1519404701.39,4.02970743179,1.05071234703,8.86220741272
1519404701.44,4.03436470032,1.11127400398,8.92923736572
1519404701.48,4.06306171417,1.07074928284,8.90681171417
1519404701.53,4.03806638718,1.08540487289,8.86245632172
1519404701.6,4.02360963821,1.05860543251,8.93353748322
1519404701.64,4.02731513977,1.10333383083,8.86489486694
1519404701.68,4.04981851578,1.07273221016,8.96757030487
1519404701.73,4.05129289627,1.05345153809,8.81084346771
1519404701.78,4.0379781723,1.06712925434,8.91141605377
1519404701.83,4.05720901489,1.07597613335,8.84139156342
1519404701.88,4.0032954216,1.07051348686,8.94176292419
1519404701.93,4.04532670975,1.04868209362,8.80846309662
1519404701.99,4.03677129745,1.07186710835,8.91845798492
1519404702.03,4.05843830109,1.05338048935,8.82137393951
1519404702.1,4.00568962097,1.05020010471,8.93812274933
1519404702.14,4.08457994461,1.07203996181,8.89283466339
1519404702.18,4.01884365082,1.10410439968,8.92799282074
1519404702.24,4.02604389191,1.04322695732,8.90772724152
1519404702.3,4.05592870712,1.08043813705,8.8893327713
1519404702.33,4.07517385483,1.07498455048,8.81103134155
1519404702.38,4.07612752914,1.08484458923,8.94549465179
1519404702.43,4.05599784851,1.06155753136,8.85064125061
1519404702.48,4.06178188324,1.06683731079,8.95469665527
1519404702.53,4.04037284851,1.03604912758,8.90770530701
1519404702.59,4.02606487274,1.06483924389,8.89618682861
1519404702.63,4.03328132629,1.07101774216,8.86702632904
1519404702.68,4.07259321213,1.08024072647,8.91857910156
1519404702.73,4.03793239594,1.09925591946,8.93734359741
1519404702.78,4.01773548126,1.07571649551,8.87988376617
1519404702.82,4.04287385941,1.07714891434,8.84487915039
1519404702.88,4.03808498383,1.07112026215,8.85184192657
1519404702.93,4.04271888733,1.0370875597,8.93108940125
1519404702.99,4.07984161377,1.04227459431,8.87158966064
1519404703.03,4.03317070007,1.07658135891,8.92900085449
1519404703.1,4.03815412521,1.0653989315,8.81323814392
1519404703.13,4.02603960037,1.0228741169,8.90992736816
1519404703.17,4.0464015007,1.03028833866,8.87495422363
1519404703.24,4.05469942093,1.0850892067,8.90923023224
1519404703.29,4.0500254631,1.05317556858,8.85174179077
1519404703.32,4.03427219391,1.09657144547,8.98055934906
1519404703.37,4.06797838211,1.09041833878,8.8286523819
1519404703.42,4.05211210251,1.06519961357,9.02011394501
1519404703.47,4.06557941437,1.03774178028,8.83413600922
1519404703.52,4.03545570374,1.04269862175,8.98604011536
1519404703.59,4.0810546875,1.10096418858,8.8614692688
1519404703.63,4.0248708725,1.03373551369,8.89597511292
1519404703.67,4.05112314224,1.07673895359,8.90566158295
1519404703.73,4.0522108078,1.05121457577,8.96509361267
1519404703.77,4.10011386871,1.11275351048,8.88729381561
1519404703.82,4.0522313118,1.05009710789,8.95339775085
1519404703.87,4.06795120239,1.06638991833,8.84368228912
1519404703.92,4.02376031876,1.0723323822,8.84948825836
1519404703.98,4.06204986572,1.07023906708,8.80513286591
1519404704.02,4.04165029526,1.07344985008,8.86121273041
1519404704.09,4.09291553497,1.05520498753,8.90559101105
1519404704.13,3.99860548973,1.06844425201,8.89382457733
1519404704.17,4.05586385727,1.111297369,8.92576980591
1519404704.23,4.03787994385,1.04283261299,8.96617889404
1519404704.29,4.02595996857,1.08119320869,8.9547290802
1519404704.32,4.06546640396,1.0468865633,8.89730453491
1519404704.37,4.04043531418,1.04346346855,8.87269496918
1519404704.42,4.05602264404,1.10950410366,8.83694076538
1519404704.47,4.00216674805,1.05042099953,8.90539550781
1519404704.52,4.06910133362,1.12245035172,8.86860561371
1519404704.58,4.08454608917,1.02047288418,8.91118431091
1519404704.62,4.06305742264,1.18079304695,8.90989112854
1519404704.67,4.06182146072,1.03229439259,8.93226051331
1519404704.72,4.04896306992,1.09195399284,8.77837657928
1519404704.77,4.00925970078,1.03220832348,8.94501972198
1519404704.81,4.07153320312,1.0807454586,8.84378623962
